requests_total,connections_total,jobs_processed,cpu_usage_percent,memory_used_percent,connections_current,queue_length,avg_latency,avg_processing_time,request_rate,timestamp
47991,47991,47991,79.85074627,17.33398438,0,0,1.935919637,2.094948718,0.663557776,12:12:10
48000,48000,47997,74.68085106,28.80859375,3,3,1.755846559,1.963366667,0.711558075,12:12:25
48015,48015,48013,79.91071429,22.94921875,2,2,1.73637054,1.734351351,0.717927949,12:12:40
48021,48021,48021,82.45098039,1.46484375,0,0,1.580652128,1.722633333,0.711524322,12:12:55
48036,48036,48036,83.05555556,16.11328125,0,0,1.732986986,1.841769231,0.662556363,12:13:10
48045,48045,48042,73.52459016,26.85546875,3,3,1.649507391,1.766444444,0.717742974,12:13:25
48051,48051,48051,83.58108108,18.5546875,0,0,1.852451304,1.849233333,0.711355607,12:13:40
48066,48066,48066,76.18644068,30.76171875,0,0,1.810682084,1.970435897,0.663129973,12:13:55
48075,48075,48072,82.96875,0.48828125,3,3,1.832400967,2.041866667,0.712335272,12:14:10
48090,48090,48087,82,34.91210938,3,3,1.824360152,1.998194444,0.718417271,12:14:25
48096,48096,48096,73.45454545,7.8125,0,0,1.728946876,1.888948718,0.690051754,12:14:40
48105,48105,48102,76.96078431,8.7890625,3,3,1.655059638,1.652133333,0.676651029,12:14:55
48117,48117,48117,78.97727273,10.00976563,0,0,1.686839799,1.8645,0.690104666,12:15:10
48123,48123,48120,71.04651163,27.83203125,3,3,1.760251792,2.027958333,0.6088486,12:15:25
48129,48129,48129,57.14285714,14.40429688,0,0,1.93673483,2.417074074,0.45994634,12:15:40
48135,48135,48135,79.52830189,6.591796875,0,0,1.854128356,2.123375,0.441972671,12:15:55
48138,48138,48138,47.05882353,0,0,0,1.83306137,2.193666667,0.356108447,12:16:10
48147,48147,48147,71.97674419,14.6484375,0,0,1.921748407,1.919190476,0.386797318,12:16:25
48153,48153,48151,61.21621622,43.45703125,2,2,1.65177538,1.6500625,0.42685385,12:16:40
48159,48159,48159,48.65384615,26.3671875,0,0,1.398517131,1.396619048,0.386484099,12:16:55
48165,48165,48165,70.625,7.32421875,0,0,1.338239667,1.336125,0.386476986,12:17:10
48168,48168,48168,62.23684211,7.8125,0,0,1.288109458,1.286352941,0.355719977,12:17:25
48177,48177,48177,65.39473684,6.591796875,0,0,1.582647425,1.890047619,0.386519666,12:17:40
48183,48183,48180,44.45945946,17.08984375,3,3,1.583639527,2.014866667,0.426924719,12:17:55
48189,48189,48189,42.5,7.8125,0,0,1.385213808,1.692142857,0.386811568,12:18:10
48195,48195,48195,66.96078431,39.79492188,0,0,1.408490925,1.677166667,0.40286224,12:18:25
48198,48198,48198,49.0625,10.00976563,0,0,1.351542803,1.3495,0.338569881,12:18:40
48207,48207,48207,68.14285714,5.37109375,0,0,1.552574229,1.550333333,0.402491615,12:18:55
48213,48213,48211,62.25806452,25.63476563,2,2,1.4922266,1.489875,0.405935682,12:19:10
48219,48219,48219,53.70967742,12.93945313,0,0,1.571393881,1.775428571,0.402561055,12:19:25
48225,48225,48225,80.17857143,17.82226563,0,0,1.621579103,1.807869565,0.38654101,12:19:40
48228,48228,48228,45.71428571,11.96289063,0,0,1.647421973,1.9,0.355770599,12:19:55
48237,48237,48237,68.375,5.615234375,0,0,1.824101211,1.819047619,0.3867617,12:20:10
48243,48243,48240,60.40540541,0.244140625,3,3,1.72103195,1.714733333,0.42720843,12:20:25
48249,48249,48249,47.91666667,45.65429688,0,0,1.90919694,1.904952381,0.386954118,12:20:40
48255,48255,48255,78.81355932,15.86914063,0,0,1.923146868,1.91925,0.386954118,12:20:55
48258,48258,48258,57.68292683,18.79882813,0,0,1.991989627,1.990444444,0.355990127,12:21:10
48267,48267,48267,52.10526316,3.173828125,0,0,1.743290205,2.051904762,0.386683362,12:21:25
48273,48273,48270,58.37209302,47.8515625,3,3,1.6423195,2.0754,0.426813364,12:21:40
48279,48279,48279,55.24390244,13.671875,0,0,1.782713,2.091333333,0.386448538,12:21:55
48285,48285,48285,71.15384615,3.41796875,0,0,1.787235766,2.056916667,0.402545622,12:22:10
48288,48288,48288,47.96875,7.32421875,0,0,1.768096051,1.766166667,0.338501117,12:22:25
48297,48297,48297,71.34146341,4.8828125,0,0,1.820833448,1.815428571,0.402715453,12:22:40
48303,48303,48303,44.67741935,66.65039063,0,0,1.41413217,1.454444444,0.406393931,12:22:55
48309,48309,48309,51,8.056640625,0,0,1.593283355,1.625,0.40270773,12:23:10
48315,48315,48315,75.68627451,28.3203125,0,0,1.574176118,1.601958333,0.386690482,12:23:25
48318,48318,48318,50.51724138,30.2734375,0,0,1.687351458,1.6814,0.355787476,12:23:40
48327,48327,48327,60.53191489,10.49804688,0,0,1.824840088,1.819619048,0.386597938,12:23:55
48333,48333,48330,65.43478261,14.40429688,3,3,1.947532921,1.9448,0.426955099,12:24:10
48339,48339,48339,61.71428571,22.4609375,0,0,2.106312451,2.104285714,0.386704723,12:24:25
48345,48345,48345,79.73684211,1.708984375,0,0,2.051847138,2.049958333,0.386711844,12:24:40
48348,48348,48348,38.18181818,50.53710938,0,0,1.856637754,1.855055556,0.355914106,12:24:55
48357,48357,48357,57.43589744,20.75195313,0,0,1.773614586,1.851380952,0.386818693,12:25:10
48363,48363,48360,75.125,0.48828125,3,3,1.680276753,1.788933333,0.42707666,12:25:25
48369,48369,48369,62.5,13.671875,0,0,1.806306449,1.882952381,0.386683362,12:25:40
48375,48375,48375,72.72727273,31.00585938,0,0,1.711346494,1.70747619,0.402584207,12:25:55
48378,48378,48378,67.05882353,12.6953125,0,0,1.687887947,1.684888889,0.338493478,12:26:10
48387,48387,48387,62.84090909,57.12890625,0,0,1.897365744,1.895428571,0.4026614,12:26:25
48393,48393,48390,65,9.765625,3,3,1.958839919,1.957466667,0.405460197,12:26:40
48399,48399,48399,52.56410256,0.244140625,0,0,1.950807752,2.268904762,0.401983117,12:26:55
48405,48405,48405,74.60784314,22.70507813,0,0,1.842958004,2.121166667,0.38601522,12:27:10
48408,48408,48408,49.07407407,13.18359375,0,0,1.715639349,2.087222222,0.355795915,12:27:25
48417,48417,48417,73.97435897,9.521484375,0,0,1.647697338,1.646095238,0.386626408,12:27:40
48423,48423,48420,58.05555556,0.48828125,3,3,1.529398274,1.527466667,0.426985482,12:27:55
48429,48429,48429,44.83870968,31.49414063,0,0,1.597733739,1.595666667,0.386662002,12:28:10
48435,48435,48435,76.83333333,0.48828125,0,0,1.759910967,1.757958333,0.386669122,12:28:25
48438,48438,48438,55,9.27734375,0,0,1.78470999,1.782888889,0.355838117,12:28:40
48447,48447,48447,62.14285714,0.732421875,0,0,1.803080873,2.118619048,0.386171387,12:28:55
48453,48453,48451,66.77777778,6.8359375,2,2,1.816818335,2.2314375,0.426277649,12:29:10
48459,48459,48459,57.68292683,0.244140625,0,0,1.653537782,1.969428571,0.386100386,12:29:25
48465,48465,48465,73.59649123,42.48046875,0,0,1.763294624,2.039875,0.402568772,12:29:40
48468,48468,48468,54.41176471,3.173828125,0,0,1.647171158,1.646117647,0.338470564,12:29:55
48477,48477,48477,55.5952381,5.126953125,0,0,1.89796135,1.896619048,0.4026614,12:30:10
48483,48483,48480,63.66666667,0.48828125,3,3,1.84174221,1.840333333,0.406219675,12:30:25
48489,48489,48489,57.73809524,11.71875,0,0,2.014852186,2.320619048,0.4026228,12:30:40
48495,48495,48495,74.52380952,0,0,0,2.044396514,2.31025,0.386107485,12:30:55
48498,48498,48498,61.31578947,6.591796875,0,0,2.191233055,2.543888889,0.355197727,12:31:10
48507,48507,48507,63.14285714,44.43359375,0,0,2.014637419,2.008809524,0.386093287,12:31:25
48513,48513,48510,67.22222222,28.07617188,3,3,1.915180885,1.910733333,0.426934845,12:31:40
48519,48519,48519,44.25925926,15.625,0,0,1.687274516,1.685333333,0.396151669,12:31:55
48525,48525,48525,75.47169811,14.40429688,0,0,1.673109314,1.671125,0.396151669,12:32:10
48528,48528,48528,56.82926829,0.48828125,0,0,1.66168328,2.0515,0.34723026,12:32:25
48537,48537,48537,41.48148148,49.31640625,0,0,1.545866923,1.967904762,0.3870611,12:32:40
48543,48543,48540,66.47727273,1.708984375,3,3,1.766372389,2.358133333,0.414698767,12:32:55
48549,48549,48549,56.09756098,15.38085938,0,0,1.876425777,1.96252381,0.394351386,12:33:10
48555,48555,48555,76.55737705,6.34765625,0,0,1.936569999,2.025652174,0.402321973,12:33:25
48558,48558,48558,68.28571429,10.49804688,0,0,2.13426527,2.131722222,0.338172964,12:33:40
48567,48567,48567,69.6875,0,0,0,1.986921678,1.985,0.402615081,12:33:55
48573,48573,48570,66.86046512,14.16015625,3,3,1.906544051,1.901866667,0.406027249,12:34:10
48579,48579,48579,55,7.8125,0,0,1.842470521,2.148904762,0.402499329,12:34:25
48585,48585,48585,83.14814815,9.27734375,0,0,1.943813652,2.249952381,0.386583705,12:34:40
48588,48588,48588,44.25925926,40.77148438,0,0,1.777155452,2.137444444,0.355880329,12:34:55
48597,48597,48597,63.15789474,30.2734375,0,0,1.743867128,1.742095238,0.386377436,12:35:10
48603,48603,48600,59.9,23.68164063,3,3,1.615338689,1.613466667,0.426509964,12:35:25
48606,48606,48606,68.59649123,23.68164063,0,0,1.88747255,1.885555556,0.380122562,12:35:40
48615,48615,48615,75.49019608,24.90234375,0,0,2.017270285,2.015666667,0.386057798,12:35:55
48618,48618,48618,43.5483871,46.63085938,0,0,1.805663026,1.803944444,0.355500782,12:36:10
48627,48627,48627,46.53846154,45.16601563,0,0,1.66306636,1.864047619,0.386576588,12:36:25
48633,48633,48630,64.04255319,54.19921875,3,3,1.692406724,1.893428571,0.460396325,12:36:40
48639,48639,48639,60.25641026,20.01953125,0,0,1.93700502,2.137142857,0.3869256,12:36:55
48645,48645,48645,69.27083333,3.662109375,0,0,1.851226716,1.848619048,0.402730899,12:37:10
48648,48648,48648,58.91891892,7.080078125,0,0,1.853421381,1.850111111,0.338310253,12:37:25
48657,48657,48657,64.66666667,5.37109375,0,0,1.902357234,1.899285714,0.402352806,12:37:40
48663,48663,48660,54.66666667,28.07617188,3,3,1.816251545,1.8144,0.405661228,12:37:55
48669,48669,48669,59.44444444,13.18359375,0,0,1.851296049,2.161,0.402468473,12:38:10
48675,48675,48675,80.77586207,0.9765625,0,0,1.904413709,2.175333333,0.386519666,12:38:25
48678,48678,48678,51.36363636,0,0,0,2.044862934,2.406722222,0.355846559,12:38:40
48687,48687,48687,67.7173913,2.685546875,0,0,2.001164456,1.99952381,0.386825818,12:38:55
48693,48693,48690,63.47826087,13.91601563,3,3,1.937168214,1.9352,0.427188153,12:39:10
48696,48696,48696,64.05405405,20.75195313,0,0,1.676012748,1.673166667,0.381579744,12:39:25
48705,48705,48705,64.03508772,8.544921875,0,0,1.654761016,1.651666667,0.386548125,12:39:40
48708,48708,48708,68.4375,16.6015625,0,0,1.487585653,1.481555556,0.35552606,12:39:55
48717,48717,48717,59.58333333,20.01953125,0,0,1.72646744,2.032714286,0.386263726,12:40:10
48723,48723,48720,55,41.015625,3,3,1.717835457,2.024333333,0.46000805,12:40:25
48729,48729,48729,56.42857143,7.8125,0,0,1.877876954,2.187142857,0.386398764,12:40:40
48735,48735,48735,75.28846154,5.37109375,0,0,1.810298773,2.080083333,0.402514759,12:40:55
48738,48738,48738,49.65517241,24.16992188,0,0,1.826216076,1.822555556,0.33848584,12:41:10
48747,48747,48747,57.56756757,19.77539063,0,0,1.593156421,1.589809524,0.402746347,12:41:25
48753,48753,48750,63.5106383,7.8125,3,3,1.531925159,1.528733333,0.406393931,12:41:40
48759,48759,48759,62.5,36.86523438,0,0,1.80823502,2.113380952,0.402684564,12:41:55
48765,48765,48765,70,7.8125,0,0,1.829381547,2.095958333,0.386569472,12:42:10
48768,48768,48768,51.4516129,10.49804688,0,0,1.732429418,2.088,0.355660937,12:42:25
48777,48777,48777,63.51351351,16.84570313,0,0,1.607748595,1.606095238,0.386562356,12:42:40
48783,48783,48780,65.22727273,19.04296875,3,3,1.655741009,1.6544,0.427046263,12:42:55
48786,48786,48786,73.5,7.568359375,0,0,1.817925571,1.817,0.427056395,12:43:10
48795,48795,48795,79.15254237,5.615234375,0,0,2.088231843,2.086047619,0.386811568,12:43:25
48798,48798,48798,59.73684211,2.9296875,0,0,2.103819984,2.101444444,0.355947889,12:43:40
48807,48807,48807,50.5,23.92578125,0,0,1.987484416,2.296952381,0.38654101,12:43:55
48813,48813,48810,71.42857143,0.48828125,3,3,1.973632629,2.282857143,0.459893458,12:44:10
48819,48819,48819,55.81395349,18.5546875,0,0,1.845826796,2.155095238,0.386349002,12:44:25
48825,48825,48825,76.42857143,4.8828125,0,0,1.836611993,2.106791667,0.402522474,12:44:40
48828,48828,48828,61.48648649,7.8125,0,0,1.92013568,1.917555556,0.338447653,12:44:55
48837,48837,48837,58.7,0,0,0,2.036179852,2.034761905,0.402676842,12:45:10
48843,48843,48840,56.5625,22.70507813,3,3,1.831817845,1.830866667,0.406494885,12:45:25
48849,48849,48849,54.25925926,50.78125,0,0,1.684293621,1.985095238,0.402831329,12:45:40
48855,48855,48855,76.51785714,5.615234375,0,0,1.717573083,1.980333333,0.386662002,12:45:55
48858,48858,48858,54.52380952,12.93945313,0,0,1.78266545,2.133333333,0.355627208,12:46:10
48867,48867,48867,72.6744186,0.732421875,0,0,1.73209273,1.730285714,0.386249517,12:46:25
48873,48873,48871,62.08333333,4.39453125,2,2,1.753916534,1.752875,0.426651497,12:46:40
48876,48876,48876,55,22.21679688,0,0,1.585141572,1.583333333,0.426641384,12:46:55
48885,48885,48885,62.125,20.5078125,0,0,1.427979835,1.425708333,0.386221102,12:47:10
48888,48888,48888,55.6097561,11.71875,0,0,1.200064061,1.196823529,0.355593486,12:47:25
48897,48897,48897,63.61111111,24.65820313,0,0,1.224831219,1.298095238,0.386718966,12:47:40
48903,48903,48901,63.02083333,0,2,2,1.36876937,1.439,0.460475825,12:47:55
48906,48906,48906,78,7.32421875,0,0,1.527162038,1.612222222,0.406210507,12:48:10
48915,48915,48915,67.73809524,55.90820313,0,0,1.689240259,1.685904762,0.402352806,12:48:25
48918,48918,48918,58.52941176,19.04296875,0,0,1.654945203,1.651470588,0.337837838,12:48:40
48927,48927,48927,65.34090909,12.45117188,0,0,1.82401924,1.819952381,0.40224491,12:48:55
48933,48933,48930,66.22222222,20.75195313,3,3,1.81565815,1.811238095,0.441225135,12:49:10
48939,48939,48939,59.35897436,7.8125,0,0,2.04451559,2.352904762,0.402406776,12:49:25
48945,48945,48945,75.24193548,39.30664063,0,0,2.060995425,2.33075,0.38661929,12:49:40
48948,48948,48948,64.02777778,17.33398438,0,0,2.035795134,2.399222222,0.356032375,12:49:55
48957,48957,48957,59.33333333,6.8359375,0,0,1.711328501,1.710047619,0.386533895,12:50:10
48963,48963,48960,61.7,0.48828125,3,3,1.574762104,1.573333333,0.381251925,12:50:25
48966,48966,48966,66,33.93554688,0,0,1.458491875,1.456611111,0.426570609,12:50:40
48975,48975,48975,71.20689655,1.220703125,0,0,1.75439049,1.752208333,0.386043605,12:50:55
48978,48978,48978,48.27586207,3.173828125,0,0,1.670982509,1.668333333,0.355441814,12:51:10
48987,48987,48987,52,6.591796875,0,0,1.761579028,1.759714286,0.386001029,12:51:25
48993,48993,48991,57.56410256,52.00195313,2,2,1.607524282,1.606545455,0.459743693,12:51:40
48996,48996,48996,73.0952381,11.71875,0,0,1.651093264,1.649944444,0.405880761,12:51:55
49005,49005,49005,75.546875,12.45117188,0,0,1.912844011,1.911238095,0.402715453,12:52:10
49008,49008,49008,45.42857143,0,0,0,1.929314199,1.926647059,0.338218715,12:52:25
49017,49017,49017,56.82926829,30.76171875,0,0,1.944063938,1.941095238,0.40226032,12:52:40
49023,49023,49020,65.5,0.48828125,3,3,1.88172044,1.878904762,0.441119709,12:52:55
49029,49029,49029,60.74074074,40.77148438,0,0,1.743285965,2.054380952,0.402275731,12:53:10
49035,49035,49035,76.22641509,10.7421875,0,0,1.778170275,2.101869565,0.38585918,12:53:25
49038,49038,49038,54.88095238,1.46484375,0,0,1.796348697,2.210111111,0.355265028,12:53:40
49047,49047,49047,64.86111111,12.6953125,0,0,1.728563786,1.769285714,0.38635611,12:53:55
49053,49053,49050,47.92682927,6.8359375,3,3,1.545048523,1.542666667,0.379096848,12:54:10
49056,49056,49056,64.46808511,12.20703125,0,0,1.448099559,1.445666667,0.42721857,12:54:25
49065,49065,49065,85.27272727,2.9296875,0,0,1.872257359,1.870095238,0.386476986,12:54:40
49068,49068,49068,65.29411765,28.56445313,0,0,2.01589256,2.013888889,0.355399706,12:54:55
49077,49077,49077,58.19444444,4.8828125,0,0,1.925456812,2.237857143,0.385993934,12:55:10
49083,49083,49080,71.19047619,10.7421875,3,3,1.931370899,2.244047619,0.459778923,12:55:25
49086,49086,49086,70.83333333,13.91601563,0,0,1.828115377,2.192833333,0.405204628,12:55:40
49095,49095,49095,78.53448276,20.26367188,0,0,2.035745514,2.309125,0.402113971,12:55:55
49098,49098,49098,65.81081081,5.126953125,0,0,2.164691066,2.162833333,0.33792917,12:56:10
49107,49107,49107,65.64516129,13.18359375,0,0,1.957633852,1.954809524,0.402568772,12:56:25
49113,49113,49110,63.78378378,23.19335938,3,3,1.84395837,1.84047619,0.44135496,12:56:40
49116,49116,49116,49.32432432,21.24023438,0,0,1.367032273,1.7325,0.426388724,12:56:55
49125,49125,49125,76.81818182,11.96289063,0,0,1.359779655,1.673904762,0.385901724,12:57:10
49128,49128,49128,44.23076923,32.47070313,0,0,1.316432616,1.683777778,0.355416548,12:57:25
49137,49137,49137,48.5,24.65820313,0,0,1.452744766,1.451142857,0.385823734,12:57:40
49143,49143,49140,68.29545455,0.48828125,3,3,1.677622806,1.676047619,0.440933309,12:57:55
49146,49146,49146,82.08333333,9.521484375,0,0,1.767837445,1.766166667,0.426277649,12:58:10
49155,49155,49155,62.31707317,3.41796875,0,0,1.755248785,1.75247619,0.386036508,12:58:25
49158,49158,49158,66.08108108,25.14648438,0,0,1.7717835,1.768666667,0.355694672,12:58:40
49167,49167,49167,63.06818182,6.8359375,0,0,1.787772648,2.038333333,0.386114584,12:58:55
49173,49173,49170,61.40625,27.58789063,3,3,1.610324123,1.860571429,0.45962043,12:59:10
49176,49176,49176,57.56756757,15.625,0,0,1.526702916,1.820444444,0.405095197,12:59:25
49185,49185,49185,74.31372549,24.4140625,0,0,1.557697318,1.748652174,0.402175578,12:59:40
49188,49188,49188,61.15384615,1.708984375,0,0,1.631307309,1.629722222,0.337685727,12:59:55
49197,49197,49197,58.91891892,1.220703125,0,0,1.877035165,1.875380952,0.402275731,12:00:10
49203,49203,49200,67.25,8.30078125,3,3,1.845970084,1.844380952,0.441338727,12:00:25
49206,49206,49206,79.03846154,0,0,0,1.957141452,2.318388889,0.426793124,12:00:40
49215,49215,49215,73.02083333,5.37109375,0,0,1.877791189,2.147708333,0.386150084,12:00:55
49218,49218,49218,64.86111111,0.244140625,0,0,1.994564492,2.355111111,0.355391286,12:01:10
49224,49224,49224,55.26315789,28.56445313,0,0,1.517058315,1.514611111,0.37715362,12:01:25
49233,49233,49230,65.42857143,9.521484375,3,3,1.398655693,1.396571429,0.440998126,12:01:40
49236,49236,49236,66.125,49.56054688,0,0,1.264394712,1.262833333,0.426388724,12:01:55
49245,49245,49245,67.45098039,5.126953125,0,0,1.383168775,1.381,0.385809557,12:02:10
49248,49248,49248,60.97222222,4.39453125,0,0,1.468000871,1.465666667,0.402175578,12:02:25
49257,49257,49257,49.23913043,5.615234375,0,0,1.558536802,1.555095238,0.386235309,12:02:40
49263,49263,49261,54.51612903,2.685546875,2,2,1.514220589,1.511227273,0.46016681,12:02:55
49266,49266,49266,60,8.7890625,0,0,1.29572624,1.292611111,0.405899066,12:03:10
49275,49275,49275,70.59322034,11.96289063,0,0,1.495849513,1.492,0.402360515,12:03:25
49278,49278,49278,67.35294118,1.220703125,0,0,1.696925334,1.692411765,0.337853056,12:03:40
49287,49287,49287,65.46875,4.8828125,0,0,1.904225534,1.898952381,0.402237205,12:03:55
49293,49293,49291,54.84848485,38.81835938,2,2,1.686649188,1.720545455,0.441062962,12:04:10
49296,49296,49296,68,3.173828125,0,0,1.573466088,1.862388889,0.426469543,12:04:25
49305,49305,49305,79.47368421,9.27734375,0,0,1.75526651,1.980391304,0.386079091,12:04:40
49308,49308,49308,57.02702703,8.7890625,0,0,1.992108502,2.248764706,0.35555977,12:04:55
49314,49314,49314,73.95348837,15.86914063,0,0,1.851949008,1.847277778,0.380010726,12:05:10
49323,49323,49321,60.3030303,5.859375,2,2,1.641963459,1.637909091,0.441338727,12:05:25
49326,49326,49326,38.75,6.34765625,0,0,1.162058545,1.157833333,0.426611049,12:05:40
49335,49335,49335,76.14754098,18.5546875,0,0,1.517600713,1.514809524,0.386050701,12:05:55
49338,49338,49338,42.5,14.89257813,0,0,1.361571353,1.358809524,0.402268025,12:06:10
49347,49347,49347,63.29787234,10.00976563,0,0,1.934001458,2.24647619,0.385944277,12:06:25
49353,49353,49351,66,23.19335938,2,2,1.775827977,2.074045455,0.459699663,12:06:40
49356,49356,49356,70.5952381,8.056640625,0,0,1.815064772,2.178777778,0.405533276,12:06:55
49365,49365,49365,79.43396226,11.71875,0,0,1.844185292,2.117666667,0.40246076,12:07:10
49368,49368,49368,70.28571429,1.220703125,0,0,1.977909725,1.974882353,0.338058642,12:07:25
49377,49377,49377,67.72727273,12.6953125,0,0,2.018319875,2.016761905,0.402345097,12:07:40
49383,49383,49380,69.65909091,25.14648438,3,3,2.034874155,2.033333333,0.441184581,12:07:55
49386,49386,49386,62.7173913,8.544921875,0,0,1.842090012,2.208055556,0.426479647,12:08:10
49395,49395,49395,79.18181818,22.21679688,0,0,1.774360499,2.048,0.386008125,12:08:25
49398,49398,49398,42.27272727,3.41796875,0,0,1.443875777,1.809166667,0.355467084,12:08:40
49404,49404,49401,68.21428571,25.63476563,3,3,1.338029111,1.3352,0.4265605,12:08:55
49413,49413,49410,74.34210526,26.85546875,3,3,1.736007825,1.734285714,0.440391214,12:09:10
49416,49416,49416,68.125,14.16015625,0,0,1.839423667,1.838,0.425541975,12:09:25
49425,49425,49425,78.50877193,0,0,0,2.019374758,2.018083333,0.385342312,12:09:40
49428,49428,49428,65.41666667,9.765625,0,0,2.037917207,2.036571429,0.402321973,12:09:55
49434,49434,49431,73.01886792,4.150390625,3,3,2.095744243,2.0944,0.405505869,12:10:10
49443,49443,49440,67.5,28.80859375,3,3,1.910204972,2.221857143,0.459849399,12:10:25
49446,49446,49446,64.78723404,7.080078125,0,0,1.678391928,2.041888889,0.405414536,12:10:40
49455,49455,49455,74.53125,13.91601563,0,0,1.700404488,1.972416667,0.40224491,12:10:55
49458,49458,49458,64.6875,2.197265625,0,0,1.805873727,1.804190476,0.385427182,12:11:10
49467,49467,49467,68.60465116,10.25390625,0,0,1.947805644,1.945761905,0.401706295,12:11:25
49473,49473,49470,66.52777778,10.49804688,3,3,1.964640123,1.962619048,0.440415459,12:11:40
49476,49476,49476,65.6,4.150390625,0,0,1.829243644,2.196611111,0.426378624,12:11:55
49485,49485,49485,63.46938776,4.638671875,0,0,1.557259553,1.832708333,0.385894632,12:12:10
49488,49488,49488,58.08823529,7.32421875,0,0,1.4314951,1.799444444,0.315974197,12:12:25
49494,49494,49491,69.20454545,45.8984375,3,3,1.228332479,1.227266667,0.426499858,12:12:40
49503,49503,49500,62.27272727,20.75195313,3,3,1.534649991,1.533571429,0.441079174,12:12:55
49506,49506,49506,64.66666667,8.7890625,0,0,1.56566545,1.5645,0.426449335,12:13:10
49515,49515,49515,64.77777778,40.28320313,0,0,1.619469288,1.617583333,0.385490858,12:13:25
49518,49518,49518,57.76315789,3.662109375,0,0,1.529504799,1.52747619,0.401775465,12:13:40
49524,49524,49521,78.21428571,0.244140625,3,3,1.570563598,1.568,0.404612583,12:13:55
49533,49533,49530,61.14285714,60.05859375,3,3,1.60411912,1.918761905,0.45962043,12:14:10
49536,49536,49536,72.64150943,25.63476563,0,0,1.866811469,2.234055556,0.405104314,12:14:25
49545,49545,49545,70.4,10.7421875,0,0,1.791077231,2.066166667,0.402190983,12:14:40
49548,49548,49548,47.36111111,40.0390625,0,0,1.658761155,1.655619048,0.385830822,12:14:55
49554,49554,49554,56.97674419,9.27734375,0,0,1.250465963,1.247166667,0.426408926,12:15:10
49563,49563,49560,70.48780488,28.3203125,3,3,1.351683645,1.349047619,0.440536721,12:15:25
49566,49566,49566,75.56818182,8.056640625,0,0,1.431728374,1.807555556,0.425874225,12:15:40
49575,49575,49575,72.1,5.859375,0,0,1.735342537,2.05652381,0.385420108,12:15:55
49578,49578,49578,46.71875,15.86914063,0,0,1.668385342,1.989285714,0.385420108,12:16:10
49584,49584,49584,74.8,12.93945313,0,0,1.58230547,1.579277778,0.426338228,12:16:25
49593,49593,49590,67.90697674,26.3671875,3,3,1.514655152,1.512190476,0.440925208,12:16:40
49596,49596,49596,81.25,9.521484375,0,0,1.799846489,1.798444444,0.42642913,12:16:55
49605,49605,49605,69.4,18.31054688,0,0,1.776250426,1.774809524,0.385937184,12:17:10
49608,49608,49608,53.77777778,23.4375,0,0,1.944399931,1.943,0.402275731,12:17:25
49614,49614,49611,81.875,1.46484375,3,3,1.855049673,1.853533333,0.404912944,12:17:40
49623,49623,49620,69.41860465,16.11328125,3,3,1.845991412,2.165380952,0.459321353,12:17:55
49626,49626,49626,59.88095238,23.19335938,0,0,1.732530339,2.105611111,0.404521653,12:18:10
49635,49635,49635,78.06122449,5.126953125,0,0,1.588649778,1.867875,0.401944646,12:18:25
49638,49638,49638,63.20512821,8.30078125,0,0,1.620474355,1.619,0.385632437,12:18:40
49644,49644,49641,77.74509804,18.5546875,3,3,1.758515216,1.7564,0.426439232,12:18:55
49653,49653,49650,72.43902439,34.66796875,3,3,2.002883803,1.998285714,0.441168361,12:19:10
49656,49656,49656,76.73076923,10.7421875,0,0,2.134594453,2.495055556,0.426611049,12:19:25
49659,49659,49659,70.75757576,21.484375,0,0,2.120875327,2.481388889,0.316019625,12:19:40
49668,49668,49668,57.19512195,1.46484375,0,0,2.001560407,2.31252381,0.38571035,12:19:55
49674,49674,49671,79.3877551,25.63476563,3,3,1.924020854,1.917066667,0.42602542,12:20:10
49683,49683,49680,64.09090909,0.244140625,3,3,1.961016018,1.956,0.440504378,12:20:25
49686,49686,49686,67.35849057,4.39453125,0,0,2.016853294,2.012380952,0.402044684,12:20:40
49695,49695,49695,64.24528302,41.9921875,0,0,1.781209337,1.778833333,0.385731604,12:20:55
49698,49698,49698,59.05405405,40.28320313,0,0,1.750558705,1.748,0.402221797,12:21:10
49704,49704,49701,73.92156863,14.16015625,3,3,1.724204642,1.721066667,0.405195507,12:21:25
49713,49713,49710,65.65217391,42.96875,3,3,1.93800841,2.251571429,0.459646838,12:21:40
49716,49716,49716,58,0.244140625,0,0,1.84212115,2.208333333,0.404894727,12:21:55
49725,49725,49725,80.38461538,16.84570313,0,0,1.802141329,2.075916667,0.401975422,12:22:10
49728,49728,49728,51.75,19.77539063,0,0,1.740319703,1.737190476,0.385512089,12:22:25
49734,49734,49732,77.1,0.732421875,2,2,1.829598449,1.8275625,0.426217087,12:22:40
49743,49743,49740,59.55882353,0.244140625,3,3,1.728889903,1.726571429,0.440641868,12:22:55
49746,49746,49746,78.43137255,1.220703125,0,0,1.787128863,2.154222222,0.426176721,12:23:10
49749,49749,49749,60.13157895,9.27734375,0,0,1.835805452,2.224764706,0.355155677,12:23:25
49758,49758,49758,55.35714286,6.34765625,0,0,1.571820988,1.885952381,0.385809557,12:23:40
49764,49764,49761,69.875,8.544921875,3,3,1.342366676,1.340266667,0.426570609,12:23:55
49773,49773,49770,73.25,40.77148438,3,3,1.551251607,1.546285714,0.440755161,12:24:10
